Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
Philippines;ZuelligGroup;Malaysia;Agribusiness,healthcare;30000.0;Maize;Missing;Inprocess;TheZuelligGroup,headquarteredinKualaLumpur,Malaysia,isoneofthelargestprivatelyheldconglomeratesintheworld,withanannualturnoverofoverUS$12billion.InMarch2011,thecompanysaidthatitwastest-growingmaizeinthePhilippines,whereitplanstosetupa30,000-haplantationtogrowmaizetosupplyitssubsidiaryGoldCoin,oneofAsia'slargestfeedproducers.
Philippines;Oman;Oman;Government;10000.0;Rice;Missing;Inprocess;TheOmanMinistryofAgricultureisconsideringaproposalfromtheGovernmentofthePhilippinesforanagriculturalprojectinvolving10,000haforthecultivationofrice.
Philippines;Qatar;Qatar;Government;100000.0;Rice;Missing;Inprocess;InDecember2008,thePhilippines'governmentmadeaproposaltotheQatarInvestmentAuthorityforanagriculturalprojectinvolving100,000hafortheproductionofrice.
Philippines;FarEasternAgriculturalInvestmentCompany;SaudiArabia;Agribusiness;50000.0;Banana,maize,pineapple,rice;Missing;Done;In2009,theAlRajhiGroupbroughttogethertenSaudiArabianagriculturalcompanies,toformtheFarEasternAgriculturalInvestmentCompany,aUS$27-millioninvestmentvehiclefortheacquisitionoffarmlandinAsia,mainlyforriceproduction.InJune2010,theFinancialTimesreportedthatthejointventurehadarrangedleasesinCambodia,Vietnam,PakistanandthePhilippinesforaromaticandlong-grainbasmatiriceproductionforexporttoSaudiArabia.InMay2010,itsignedanMoUwithAgriNurtureofthePhilippinestodevelopproductionofpineapple,banana,riceandmaizeon50,000ha.AgriNutureispursuingsimilarprojectswithBeidahuangofChina.InDecember2011,BlackRiverCapitalPartners,ahedgefundownedbyCargill,acquired28.11%ofAgriNurtureforUS$30.45million.
Philippines;JeonnamFeedstock;SouthKorea;Government;94000.0;Maize;Missing;Done;JeonnamFeedstockisacompanyestablishedbythegovernmentoftheProvinceofSouthJeolla,SouthKorea.InJuly2009itwasreportedthatthecompanyhadacquireda25-yearleaseforabout95,000haoffarmlandinMindorotogrowlow-costgrainforfeedproduction.However,officialsfromboththecentralandprovincialgovernmentsofthePhilippineshavedeniedknowledgeofthedeal.
Philippines;LotteGroup;SouthKorea;Agribusiness,construction,realestate;10000.0;Sugarcane;Missing;Inprocess;InApril2011,itwasreportedthatSouthKorea'sLottegroupwaspursuingasugar-caneprojectinvolvingaround10,000hainCentralLuzonandtheconstructionofasugarmill.China'sWahahaGrouphasalsoindicateditsinterestinthesesamelands.
Philippines;SouthKorea;SouthKorea;Government;100000.0;Maize,rice,sugar;Missing;Done;TheKoreanandPhilippinegovernmentssignedanMoUforthecreationofaMultipleIndustryCluster,underwhichthePhilippineswillidentifyandmakeavailable100,000haforprivateinvestorsfromSouthKorea,withtheKoreanInternationalCooperationAgencyprovidingtechnicalassistance.InApril2011,TradeUnder-secretaryCristinoPanliliosaidthataninter-agencytaskforcewasworkingontheidentificationofbothprivateandgovernmentlandfortheproject.
Philippines;SanCarlosBio-Energy;UK;Agribusiness;5000.0;Sugarcane;Missing;Done;In2003,BronzeoakLtdestablishedBronzeoakPhilippinesinpartnershipwithZabaleta&Co.ofthePhilippinestodevelopsugar-cane-basedenergyprojectsinthePhilippines.Morerecently,theSwiss-GermanThomasLloydGroupandFECleanEnergyofNewYorkhavejoinedthecompany.In2006,withfinancingfromChinaBank,BronzeoakPhilippinesopenedanethanolplantonNegrosIslandthatwillbesuppliedbya5,000-hasugar-caneplantationthatthecompanyisalsodevelopinginthearea.
Philippines;A.BrownCompany;US;Agribusiness,realestate;20000.0;Oilpalm;Missing;Inprocess;InJuly2011,NakeenCorporation,awhollyownedsubsidiaryofABERDI,A.BrownCo'sagribusinessdivision,announceditsintentiontodevelopa600-haoil-palmplantationonpubliclandsinMisamisOriental.ABERDIisplanningtoexpandtheplantationto20,000ha.
Poland;AgriculturalCapitalPartners;Ireland;Finance;1116.0;Crops,dairy;Missing;Done;AgriculturalCapitalPartnerswasfoundedbyfiveIrishentrepreneurstoacquirefarmsoverseasandthensellthemataprofitafterfivetosevenyears.ThefundmanagesfarmsinSerbia,Lithuania,AustraliaandtheUSA.
Poland;ContinentalFarmersGroup;Ireland;Agribusiness;2500.0;Sugarbeet,wheat;Missing;Done;ContinentalFarmersGroupislistedontheLondonStockExchangebutiscontrolledbytwoIrishcompanies,theagribusinessgiantOriginEnterprises(24.2%)andDavyCrestNominees(13.5%),afundcontrolledbyDavyStockbrokersofDublin.ContinentalbeganbyinvestinginfarmlandinPolandandthenexpandingintoUkrainein2006.In2008-9,itraised€20millioninequityfundingfrominvestorssuchasBlackRockforitsUkrainianoperations,whichcovered21,000haby2012.
Poland;Rabobank;Netherlands;Finance;Missing;Missing;US$205million(halfoffund);Done;RaboFarmisaninvestmentvehiclecreatedin2008byRabobank,theworld'slargestbankintheagribusinesssector,specificallytoacquireandmanagefarmland.InJanuary2012,RaboFarmconfirmedthatithadsofarlaunchedonlyonefund,theRaboFarmEuropeFund,whichhadraised€315millionandhadacquired15farmsinRomaniaandPoland.
Poland;Rolnyvik;Sweden;Agribusiness;6705.0;Crops;Missing;Done;RolnyvikisawhollyownedsubsidiaryoftheSwedishcompanyKinnevik,whichoperatestwofarmsinPoland.InJune2009,Kinnevikacquired30%ofthesharesintheUkrainianfarmingcompanyRawAgro,fromthelocalinvestmentcompanyTAS,forapurchaseconsiderationofaboutUS$4million.RawAgroleases13,000hainfiveregionsofUkraineandalsoowns24.9%ofBlackEarthFarming,whichcontrols326,000haoffarmlandinRussia.
Romania;InglebyCompany;Denmark;Finance;8632.0;Missing;Missing;Done;TheInglebyCompany,whichisownedbytheRausingfamily,hasfarmlandinvestmentsinArgentina,Romania,USA,Uruguay,NewZealandandAustralia.
Romania;AgrariusAG;Germany;Agribusiness;3700.0;Maize,rape,sunflowers,wheat;Missing;Done;AgrariusbeganacquiringfarmlandinRomaniain2009.Todayitoperatesonover3,000ha,mainlyintheBanatregion,wherethesoilsarefertileandcomparativelycheap.Itintendstoexpanditslandholdingsto4,000habytheendof2011andtomoveintosugar-beetproduction.Thecompany'ssharestradeontheFrankfurtStockExchange.
Romania;Germanagrar;Germany;Realestate;8000.0;Cattle,crops;Missing;Done;GermanagrarisaGermancompanybasedinHamburgthatmanagesover€500millioninfarmlandinvestmentsinEasternEuropeonbehalfofitsclients.Thecompanytypicallyidentifiespropertiesforitsclients,arrangestheacquisitionandoftenmanagesthefarms.Afulllistofitsholdingsisnotavailable.
Romania;AssicurazioniGenerali;Italy;Finance;4650.0;Cereals,grapes,soybeans,sugarbeet;Missing;Done;TheItalianinsurancecompanyGenerali,throughitsagriculturesubsidiaryGeneagricola,acquired4,300haoflandinwesternRomaniain2002andsubsequentlypurchaseda350-havineyard.Thecompanyplanstobuildafeedmill,startlivestockproduction,andexpandintosugar-beetproductionandsugarprocessing.Italsocontrols10,000haoffarmlandinItaly.
Romania;Rabobank;Netherlands;Finance;Missing;Missing;US$205million(halfoffund);Done;RaboFarmisaninvestmentvehiclecreatedin2008byRabobank,theworld'slargestbankintheagribusinesssector,specificallytoacquireandmanagefarmland.InJanuary2012,RaboFarmconfirmedthatithadsofarlaunchedonlyonefund,theRaboFarmEuropeFund,whichhadraised€315millionandhadacquired15farmsinRomaniaandPoland.
Romania;PrioFoods;Portugal;Agribusiness;25244.0;Barley,maize,sunflower,wheat;Missing;Done;In2005,PrioFoods,asubsidiaryofGrupoMartifer,beganinvestinginfarmlandasawaytosecuresuppliesforitsfoodoperations.ItcurrentlyoperatesfarmsinBrazil,RomaniaandMozambique.InRomania,whereitfarmsnearly25,000ha,itfocusesoncerealcrops,astheyprovidethehighestreturns.
Romania;PharosFinancialGroup;UAE;Finance;50000.0;Cereals;Missing;Inprocess;InOctober2009,Dubai-basedPharosandLondon-basedMiroHoldingsInternationallaunchedtheUS$350-millionPharosMirosAgriculturalFundtofocusonricefarminginAfricaandcerealcultivationineasternEurope.TheFundhasaminimumsubscriptionofUS$1millionandisactivelyseekingjointventureswithGulffamily-ownedconglomeratesandsovereignwealthfunds.InNovember2009,itannouncedthatthefundhadateaminRomaniaseekingtoidentify50,000haoffarmlandforacquisition.
Russia;HeilongjiangProvince;China;Government;426667.0;Crops;Missing;Done;InNovember2010itwasreportedthatnorth-eastChina'sHeilongjiangProvincehadleased426,667haoflandinRussiatogrowcrops.ThesamereportstatedthatthetownofMudanjiang,whichislocatedinHeilongjiangProvince,hadalreadyacquired146,667ha.HeilongjiangProvincebordersRussia.
Russia;RAVAgro-Pro;CzechRepublic;Finance;164000.0;Barley,potatoes,sugarbeet,sunflowers,wheat;Missing;Done;RAVAgro-ProisownedbyPPFGroup,aninvestmentcompanymanagedbytheCzechbillionairePetrKellner.ThecompanyhasitsheadquartersinVoronezh,south-westernRussia,anditownsfarmlandinOrel,Penza,RostovandKurskregions.Thefirm’sassetsalsoincludeapigfarmwith3,700pigs,andlargedairyandcattlefarms.
Russia;Bonduelle;France;Agribusiness;6000.0;vegetables(beans,maize,sweetpeas);US$39million;Done;Bonduelle,theFrenchleaderincannedandfrozenvegetables,hastwo3,000-hafarmsinRussiaandisacquiringanadditional6,000-hafarminRussiafromtheFrenchcooperativeCecabbytheendof2011.ThisnewaquisitioncomesinthewakeofafailedplantoacquirelandinUkraine.
Russia;Sucres&Denrée;France;Agribusiness;61000.0;Barley,sugarbeet;Missing;Done;ThroughitssubsidiariesLLCDobrinya,OuspenskiandStoudenets,Sucdenproducessugarbeetandbarleyon61,000haintheRussianterritoriesofKrasnodar,PenzaandLipetsk-Tchernoziom.Sucden,aprivatecompanyownedbytheVarsanofamilyofFrance,isoneofthelargestsugarproducersintheworld.
Russia;EkoSem-Agrar;Gemany;Agribusiness;170000.0;"Cerealcrops,fodder,potatoes,rape;othercrops";Missing;Done;EkoSem-AgrarofGermanyownstheEkoNivagroupofcompanies,whichoperates33enterprisesin17regionsofRussia.ThecompanywasfoundedbyStefanDürr,aBavaria-basedfarmer,in1994,andnowcontrols170,000haoffarmland,whichitplanstoexpandto250,000ha.
Russia;"""threefarmersfromIngolstadtinBavaria""";Germany;Agribusiness;4000.0;Missing;Missing;Done;InJanuary2012,DerSpiegelreportedthatthreeGermanfarmerswereoperatinga4,000-hafarmsouthofMoscowthattheyarenowplanningtoexpand.
Russia;EckartHohmann;Germany;Agribusiness;29000.0;Cereals;Missing;Done;EckartHohmann,aformerbankerwiththeGermanstate-ownedbankWestLB,andabusinesspartnerfromthenorth-easternGermanregionofMecklenburg,acquired29,000haoffarmlandaround400kmsouthofMoscow.
Russia;Ivolga-Holding,LLC;Kazakhstan;Agribusiness;666850.0;Crops(mostlywheat);Missing;Done;Ivolga-HoldingisamajorgrainproducerinKazakhstan,whereitoperatesonmorethan560,000ha.Itisalsoinvolvedinstorageandprocessing,andisoneofthemainexportersofagriculturalcommoditiesinKazakhstan.ItsRussianfarmsaresituatedinthefareastofthecountry.
Russia;NorthKorea;NorthKorea;Government;200000.0;Cereals,vegetables;Missing;Inprocess;"InAugust2011,RiaNovostireportedthatNorthKoreaplanstorent""severalhundredthousandhectares""intheAmurregion,whichisreportedtohaveabout200,000haavailableunderregional,municipalorprivateownership."
Russia;ForasInternationalInvestmentCo;SaudiArabia;Finance;10000.0;Cereals;Missing;Inprocess;ForashastoldtheGovernmentoftheRussianRepublicofTatarstanthatitisinterestedinleasing10,000haforcropproduction.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
Russia;OlamInternational;Singapore;Agribusiness;60000.0;Crops,dairy;US$75million;Done;OlamisanIndiannon-residentcompany,basedinSingapore.Itisoneoftheworld'slargestcommoditytradersandisinvestingheavilyinfarmingoperationsandcontractfarmingschemes,particularlyinAfricaandLatinAmerica.InJanuary2012,OlamannouncedthatitwasinvestingUS$75milliontoacquire75%ofRussiandairycompanyRUSMOLCO,whichownsseverallargedairyfarms,6,600cows,and60,000haofcroplandinRussia.OlamalsoannouncedthatitwouldjointlyinvestUS$400millioninRussiaoverthenextfiveyearswithRUSMOLCOandtheRussiangovernment.
Russia;Hyundai;SouthKorea;Industrial;10000.0;Cereals;US$6.5million;Done;HyundaiisoneofseveralSouthKoreantransnationalcorporationsthatarepursuingoverseasfarmlandacquisitionsfortheproductionoffoodcropstoexporttoSouthKorea.InRussiaithassecuredaleasefor10,000hatoproducecereals,andplanstoinvestanadditionalUS$9milliontoexpandproductionto50,000hain2012.
Russia;AlpcotAgro;Sweden;Agribusiness;183200.0;Cattle,rye,sunflowers,wheat;Missing;Done;AlpcotAgroisaSwedishcompanythatwasestablishedin2006toacquirefarmlandinRussiaandUkraine.InDecember2011,thecompanypurchasedanothermajorUkrainefarmlandoperator,UK-basedLandkom,givingitcontrolofafurther74,000hainUkraineandpushingitstotallandbanktoover270,000ha.ThecompanysaysthatitwilllaunchanIPOontheLondonStockExchange.
Russia;BlackEarthFarming;Sweden;Agribusiness;326000.0;Barley,wheat;Missing;Done;BlackEarthFarmingoperatesintheVoronezh,Lipetsk,Tambov,Samara,Kursk,andRyazanRegions,on326,000ha,ofwhichitowns256,000ha.Thecompany'sbiggestshareholdersareVostokNaftaandanotherSwedishfund,InvestmentABKinnevik(24.8%and24.9%,respectively).AlectaPensionFundholdsanother9.3%.
Russia;InsightEnergyAB;Sweden;Energy;180000.0;Grain,dairy,livestock;Missing;Done;RedlandFarmingwasestablishedbyseveralRussianinvestorsin2010andbeganitsfarmingoperationsthatyearon3,000hainRussia'sChuvashRepublic.TheJournalofPeasantStudiesreportsthatthecompanyhasacquiredotalfarmlandof180,000ha.InJuly2011,thecompanywastakenoverinareversemergerbySwedishenergyinvestorInsightEnergyAB.
Russia;Anninskoe;UK;Finance;6408.0;Missing;Missing;Done;AccordingtoanarticleintheJournalofPeasantStudies,AnniskoeisaUKinvestmentgroupthatcontrols6,408haoffarmlandinRussia.
Russia;AppleridgeCorporation;UK;Finance;27462.0;Missing;Missing;Done;AccordingtoanarticleintheJournalofPeasantStudies,AppleridgeisaprivateUKcompanythatcontrolsover27,000hainRussia.ReportsfromRussiaindicatethatthecompanyisregisteredintheBritishVirginIslandsandthatitiscloselyconnectedwithRussianbillionaireandfarmlandownerRomanAvdeev.
Russia;AmityTechnology;US;Agribusiness;100000.0;Sugarbeet;Missing;Done;AmityTechnologyisaNorthDakota-basedcompanyspecialisinginsugar-beetproductionequipment.ItbecameinvolvedinagribusinessinvestmentinRussiaandneighbouringcountriessoonafterthefalloftheSovietUnion.InApril2011,thecompanysignedanMoUforaRussiansugar-beetfarmproject,thecompany'sfirst,tobelocatedinDagestan,inthesouthofRussia,neartheCaspianSea.
Russia;NCHCapital;US;Finance;250000.0;Crops;Missing;Done;NCHCapitalmanagesoverUS$3billionfromuniversityendowments,corporateandstatepensionfunds,foundations,andfamilyinvestmentoffices.IthasaUS$1.4-billionagribusinessfundfocusedonacquiringfarmsineasternEurope.InUkraine,NCHcontrolsandoperatesaportfolioofover450,000ha.InRussia,NCHhasaround250,000ha.
Russia;TrigonAgri;Denmark;Agribusiness;120626.0;Cereals;Missing;Done;JoakimHelenius,thefourth-richestmaninEstoniaandformerinvestmentbankerwithGoldmanSachsandMerrillLynch,foundedTrigonCapitalasanEstonian-registeredcompanyin1994.TrigonlauncheditsTrigonAgriFund,withregistrationinDenmark,in2006.ByJanuary2012,thefundhadacquiredover170,000haoflandforcerealfarmingintheBlackEarthregionofRussiaandUkraine,andseveraldairyfarmsinEstoniaandRussia.IttradesontheNasdaqOMXStockholm.
Russia;AgrowillGroup;Lithuania;Agribusiness;40000.0;Missing;Missing;Done;Agrowillwassetupin2003totakeover,consolidateandmodernisefarmsinLithuania,particularlyinthedairysector.Throughitssubsidiariesitownsorleases38,000haintheBalticstates.ForeigninvestorsinAgrowillinlcudeSEBABFinnishandHansabankofSweden.In2008,companyrepresentativesannouncedthattheywerecompletingnegotiationsforfarmlandinRussia'sPenzaregionandthattheyplannedtoacquire40,000-50,000hainRussiabytheendoftheyearandupto500,000hawithin3-4years.
Senegal;China;China;Government;100000.0;Peanuts;Missing;Inprocess;InJuly2009,Senegal'sPresidentAbdoulayeWadetoldReutersthatChinawasclosetoadealfor100,000haforgrowingpeanuts.
Senegal;DatongTradingEnterprise;China;Agribusiness;60000.0;Sesame;Missing;Done;"DatongTradingEnterprise(DTE)isacompanyfoundedbyChineseentrepreneurRipingOuyang.WiththesupportoftheChinesegovernmentandtheGovernmentofSenegal,throughits""GrandeOffensiveAgricolepourlaNourritureetl'Abondance""(GOANA)programme,DTEhasestablishedsesameproductionforexporttoChinaon35,000haofland,withacommitmenttoexpandproductionto60,000haby2013.Senegal'sPresidentAbdoulayeWadepubliclyconfirmedhissupportfortheprojectinFebruary2009atalaunchingceremonyof""theGOANAinvestor'smanual""."
Senegal;SociétédeCulturesLégumières;France;Agribusiness;570.0;Asparagus,squash,sweetcorn;Missing;Done;MichaëlLaurentofFranceestablishedSociétédeCulturesLégumièresSA(SCL)in2006.ItoperatesfarmsintheSt.LouisregionofSenegal,whereitproduceshorticulturalcropsforexporttotheUK.SCLisbackedbytheBelgianInvestmentCompanyforDevelopingCountries.
Senegal;India;India;Government;150000.0;Cereals,cotton,maize,peanuts,rice;Missing;Inprocess;InMay2011,BloombergreportedthatIndiawaspreparingtosignadealwiththeGovernmentofSenegaltogrowrice,maize,peanuts,cottonandcerealson150,000ha.
Senegal;TempieriFinancialGroup;Italy;Finance;20000.0;Sunflowers,sweetpotatoes;US$204million;Suspended(October2011);InMarch2011,Italy'sTempieriFinancialGroup,throughitssubsidiaryinSenegal,Senethanol,signedaprotocolwithauthoritiesoftheruralcommunityofFanayefor20,000ha,atacostofUS$100,000peryear,forthecultivationofsunflowersandsweetpotatoesforbiofuelsandanimalfeed.TheprojectwassuspendedinOctober2011bySenegal'sPresidentAbdoulayeWadeafterlocalprotestsledtoclasheswiththepolice,leavingonepersondeadandmanyothersinjured.
Senegal;DangoteIndustries;Nigeria;Agribusiness,industrial,realestate;40000.0;Sugarcane;Missing;Done;DangoteIndustriesisownedbyNigerianbillionaireAlikoDangote,Africa'srichestman.Thecompanycontrolsmuchofthesupplyofcement,flourandsugarinNigeria.Itssubsidiary,theSavannahSugarCompany,hasitsown18,000-hasugar-caneplantationinAdamawaState,Nigeria.RecentlythecompanyhasbeenexpandingitssugaroperationelsewhereinAfrica.InSenegal,itsecured40,000haforasugar-caneplantationnearLakeGuiers,intheMbaneandGaécounties,aspartofalarger,US$1-billioninvestmentdealworkedoutbetweenAlikoDangateandSenegal'sPresidentAbdoulayeWadeinMarch2011.
Senegal;ForasInternationalInvestmentCo;SaudiArabia;Finance;5000.0;Rice,poultry;Missing;Inprocess;Forasisawaitingafirstallocationof5,000hafromtheSenegalesegovernmentforapilotfarm,afterwhichitintendstoexpandto100,000-200,000ha,aspartofalargerprojecttocultivatericeon700,000hainvariousAfricancountries.ItisalsoimplementingaUS$22millionprojecttobuildaverticallyintegratedpoultryfarmnearDakar,Senegal,thatwillproduce4.8millionbirdsperyear.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
